sessionId,raceLabel,trackName,segmentId,segmentType,startLap,endLap,lapCount,startPosition,endPosition,netGain,bestPosition,worstPosition,volatility,medianRunningPositionPercentile,sourceCompleteness,sourceHash
session_indy_nxt_2024_6314,2024 Grand Prix of Alabama,Barber Motorsports Park,session_indy_nxt_2024_6314_segment_01,green_run,1,4,4,7.0,5.0,2.0,5.0,7.0,2.0,0.8,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6314,2024 Grand Prix of Alabama,Barber Motorsports Park,session_indy_nxt_2024_6314_segment_02,caution_window,5,5,1,5.0,5.0,0.0,5.0,5.0,0,0.8,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6314,2024 Grand Prix of Alabama,Barber Motorsports Park,session_indy_nxt_2024_6314_segment_03,restart_window,6,6,1,5.0,5.0,0.0,5.0,5.0,0,0.8,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6314,2024 Grand Prix of Alabama,Barber Motorsports Park,session_indy_nxt_2024_6314_segment_04,green_run,7,33,27,5.0,7.0,-2.0,5.0,7.0,2.0,0.8,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6314,2024 Grand Prix of Alabama,Barber Motorsports Park,session_indy_nxt_2024_6314_segment_05,caution_window,34,35,2,8.0,8.0,0.0,8.0,8.0,0,0.5997,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6315,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,session_indy_nxt_2024_6315_segment_01,green_run,1,20,20,12.0,16.0,-4.0,12.0,19.0,12.0,0.1579,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6315,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,session_indy_nxt_2024_6315_segment_02,caution_window,21,25,5,16.0,16.0,0.0,16.0,16.0,0,0.2105,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6315,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,session_indy_nxt_2024_6315_segment_03,restart_window,26,26,1,16.0,16.0,0.0,16.0,16.0,0,0.2105,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6315,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,session_indy_nxt_2024_6315_segment_04,green_run,27,29,3,15.0,15.0,0.0,15.0,15.0,0,0.2632,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6315,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,session_indy_nxt_2024_6315_segment_05,caution_window,30,31,2,15.0,14.0,1.0,14.0,15.0,1.0,0.2895,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6315,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,session_indy_nxt_2024_6315_segment_06,restart_window,32,32,1,14.0,14.0,0.0,14.0,14.0,0,0.2778,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6315,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,session_indy_nxt_2024_6315_segment_07,green_run,33,34,2,14.0,14.0,0.0,14.0,14.0,0,0.1843,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6316,2024 Grand Prix at Road America,Road America,session_indy_nxt_2024_6316_segment_01,green_run,1,2,2,6.0,6.0,0.0,6.0,6.0,0,0.75,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6316,2024 Grand Prix at Road America,Road America,session_indy_nxt_2024_6316_segment_02,caution_window,3,4,2,6.0,6.0,0.0,6.0,6.0,0,0.75,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6316,2024 Grand Prix at Road America,Road America,session_indy_nxt_2024_6316_segment_03,restart_window,5,5,1,6.0,6.0,0.0,6.0,6.0,0,0.75,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6316,2024 Grand Prix at Road America,Road America,session_indy_nxt_2024_6316_segment_04,green_run,6,9,4,5.0,6.0,-1.0,5.0,6.0,1.0,0.8,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6316,2024 Grand Prix at Road America,Road America,session_indy_nxt_2024_6316_segment_05,caution_window,10,10,1,6.0,6.0,0.0,6.0,6.0,0,0.7368,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6316,2024 Grand Prix at Road America,Road America,session_indy_nxt_2024_6316_segment_06,restart_window,11,11,1,6.0,6.0,0.0,6.0,6.0,0,0.7368,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6316,2024 Grand Prix at Road America,Road America,session_indy_nxt_2024_6316_segment_07,green_run,12,15,4,7.0,7.0,0.0,7.0,7.0,0,0.6842,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6316,2024 Grand Prix at Road America,Road America,session_indy_nxt_2024_6316_segment_08,caution_window,16,16,1,7.0,7.0,0.0,7.0,7.0,0,0.6842,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6316,2024 Grand Prix at Road America,Road America,session_indy_nxt_2024_6316_segment_09,restart_window,17,17,1,7.0,7.0,0.0,7.0,7.0,0,0.6471,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6316,2024 Grand Prix at Road America,Road America,session_indy_nxt_2024_6316_segment_10,green_run,18,20,3,6.0,8.0,-2.0,6.0,9.0,4.0,0.5333,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6317,2024 Grand Prix of Monterey Race 1,WeatherTech Raceway Laguna Seca,session_indy_nxt_2024_6317_segment_01,green_run,1,5,5,8.0,8.0,0.0,8.0,8.0,0,0.6316,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6317,2024 Grand Prix of Monterey Race 1,WeatherTech Raceway Laguna Seca,session_indy_nxt_2024_6317_segment_02,caution_window,6,7,2,7.0,7.0,0.0,7.0,7.0,0,0.6842,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6317,2024 Grand Prix of Monterey Race 1,WeatherTech Raceway Laguna Seca,session_indy_nxt_2024_6317_segment_03,restart_window,8,8,1,7.0,7.0,0.0,7.0,7.0,0,0.6842,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6317,2024 Grand Prix of Monterey Race 1,WeatherTech Raceway Laguna Seca,session_indy_nxt_2024_6317_segment_04,green_run,9,34,26,7.0,16.0,-9.0,7.0,18.0,13.0,0.1144,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6318,2024 Grand Prix at Mid-Ohio,Mid-Ohio Sports Car Course,session_indy_nxt_2024_6318_segment_01,caution_window,1,3,3,18.0,19.0,-1.0,18.0,19.0,1.0,0.0,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6318,2024 Grand Prix at Mid-Ohio,Mid-Ohio Sports Car Course,session_indy_nxt_2024_6318_segment_02,restart_window,4,4,1,19.0,19.0,0.0,19.0,19.0,0,0.0,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6318,2024 Grand Prix at Mid-Ohio,Mid-Ohio Sports Car Course,session_indy_nxt_2024_6318_segment_03,green_run,5,32,28,18.0,18.0,0.0,18.0,18.0,0,0.0,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6319,2024 INDY NXT by Firestone at Iowa Speedway,Iowa Speedway,session_indy_nxt_2024_6319_segment_01,green_run,1,12,12,9.0,11.0,-2.0,9.0,11.0,4.0,0.4853,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6319,2024 INDY NXT by Firestone at Iowa Speedway,Iowa Speedway,session_indy_nxt_2024_6319_segment_02,caution_window,13,38,26,9.0,9.0,0.0,9.0,9.0,0,0.4667,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6319,2024 INDY NXT by Firestone at Iowa Speedway,Iowa Speedway,session_indy_nxt_2024_6319_segment_03,restart_window,39,39,1,9.0,9.0,0.0,9.0,9.0,0,0.4667,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6319,2024 INDY NXT by Firestone at Iowa Speedway,Iowa Speedway,session_indy_nxt_2024_6319_segment_04,green_run,40,53,14,8.0,8.0,0.0,8.0,8.0,0,0.5333,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6319,2024 INDY NXT by Firestone at Iowa Speedway,Iowa Speedway,session_indy_nxt_2024_6319_segment_05,caution_window,54,55,2,8.0,8.0,0.0,8.0,8.0,0,0.4167,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6320,2024 OUTFRONT Showdown,World Wide Technology Raceway,session_indy_nxt_2024_6320_segment_01,green_run,1,1,1,14.0,14.0,0.0,14.0,14.0,0,0.1875,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6320,2024 OUTFRONT Showdown,World Wide Technology Raceway,session_indy_nxt_2024_6320_segment_02,caution_window,2,5,4,12.0,12.0,0.0,12.0,12.0,0,0.2667,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6320,2024 OUTFRONT Showdown,World Wide Technology Raceway,session_indy_nxt_2024_6320_segment_03,restart_window,6,6,1,12.0,12.0,0.0,12.0,12.0,0,0.2667,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6320,2024 OUTFRONT Showdown,World Wide Technology Raceway,session_indy_nxt_2024_6320_segment_04,green_run,7,7,1,10.0,10.0,0.0,10.0,10.0,0,0.4,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6320,2024 OUTFRONT Showdown,World Wide Technology Raceway,session_indy_nxt_2024_6320_segment_05,caution_window,8,15,8,9.0,9.0,0.0,9.0,9.0,0,0.4286,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6320,2024 OUTFRONT Showdown,World Wide Technology Raceway,session_indy_nxt_2024_6320_segment_06,restart_window,16,16,1,9.0,9.0,0.0,9.0,9.0,0,0.4286,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6320,2024 OUTFRONT Showdown,World Wide Technology Raceway,session_indy_nxt_2024_6320_segment_07,green_run,17,52,36,10.0,9.0,1.0,9.0,10.0,1.0,0.3333,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6320,2024 OUTFRONT Showdown,World Wide Technology Raceway,session_indy_nxt_2024_6320_segment_08,caution_window,53,59,7,9.0,9.0,0.0,9.0,9.0,0,0.2727,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6320,2024 OUTFRONT Showdown,World Wide Technology Raceway,session_indy_nxt_2024_6320_segment_09,restart_window,60,60,1,9.0,9.0,0.0,9.0,9.0,0,0.2727,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6320,2024 OUTFRONT Showdown,World Wide Technology Raceway,session_indy_nxt_2024_6320_segment_10,green_run,61,75,15,8.0,6.0,2.0,6.0,8.0,2.0,0.4545,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6321,2024 Grand Prix of Portland,Portland International Raceway,session_indy_nxt_2024_6321_segment_01,green_run,1,7,7,3.0,3.0,0.0,3.0,3.0,0,0.875,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6321,2024 Grand Prix of Portland,Portland International Raceway,session_indy_nxt_2024_6321_segment_02,caution_window,8,9,2,3.0,3.0,0.0,3.0,3.0,0,0.8667,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6321,2024 Grand Prix of Portland,Portland International Raceway,session_indy_nxt_2024_6321_segment_03,restart_window,10,10,1,3.0,3.0,0.0,3.0,3.0,0,0.8667,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6321,2024 Grand Prix of Portland,Portland International Raceway,session_indy_nxt_2024_6321_segment_04,green_run,11,35,25,3.0,3.0,0.0,3.0,3.0,0,0.8667,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6322,2024 INDY NXT By Firestone at The Milwaukee Mile,The Milwaukee Mile,session_indy_nxt_2024_6322_segment_01,green_run,1,29,29,7.0,6.0,1.0,6.0,7.0,1.0,0.6429,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6322,2024 INDY NXT By Firestone at The Milwaukee Mile,The Milwaukee Mile,session_indy_nxt_2024_6322_segment_02,caution_window,30,32,3,6.0,6.0,0.0,6.0,6.0,0,0.6429,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6322,2024 INDY NXT By Firestone at The Milwaukee Mile,The Milwaukee Mile,session_indy_nxt_2024_6322_segment_03,restart_window,33,33,1,6.0,6.0,0.0,6.0,6.0,0,0.6429,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6322,2024 INDY NXT By Firestone at The Milwaukee Mile,The Milwaukee Mile,session_indy_nxt_2024_6322_segment_04,green_run,34,90,57,5.0,4.0,1.0,4.0,5.0,1.0,0.7143,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6323,2024 Music City Grand Prix,Nashville Superspeedway,session_indy_nxt_2024_6323_segment_01,green_run,1,51,51,11.0,6.0,5.0,6.0,13.0,9.0,0.5625,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6323,2024 Music City Grand Prix,Nashville Superspeedway,session_indy_nxt_2024_6323_segment_02,caution_window,52,57,6,6.0,6.0,0.0,6.0,6.0,0,0.6548,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6323,2024 Music City Grand Prix,Nashville Superspeedway,session_indy_nxt_2024_6323_segment_03,restart_window,58,58,1,6.0,6.0,0.0,6.0,6.0,0,0.6429,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6323,2024 Music City Grand Prix,Nashville Superspeedway,session_indy_nxt_2024_6323_segment_04,green_run,59,65,7,6.0,7.0,-1.0,6.0,7.0,1.0,0.5385,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6324,2024 Grand Prix of St. Petersburg,Streets of St. Petersburg,session_indy_nxt_2024_6324_segment_01,green_run,1,31,31,7.0,6.0,1.0,6.0,8.0,3.0,0.6842,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2,Indianapolis Motor Speedway Road Course,session_indy_nxt_2024_6325_segment_01,green_run,1,35,35,16.0,19.0,-3.0,14.0,20.0,9.0,0.05,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,Streets of Detroit,session_indy_nxt_2024_6326_segment_01,green_run,1,2,2,11.0,11.0,0.0,11.0,11.0,0,0.5,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2,WeatherTech Raceway Laguna Seca,session_indy_nxt_2024_6327_segment_01,green_run,1,15,15,5.0,5.0,0.0,5.0,5.0,0,0.7895,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2,WeatherTech Raceway Laguna Seca,session_indy_nxt_2024_6327_segment_02,caution_window,16,16,1,5.0,5.0,0.0,5.0,5.0,0,0.7895,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2,WeatherTech Raceway Laguna Seca,session_indy_nxt_2024_6327_segment_03,restart_window,17,17,1,5.0,5.0,0.0,5.0,5.0,0,0.7895,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2,WeatherTech Raceway Laguna Seca,session_indy_nxt_2024_6327_segment_04,green_run,18,35,18,5.0,3.0,2.0,3.0,5.0,2.0,0.8233,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1,WeatherTech Raceway Laguna Seca,session_indy_nxt_2025_6442_segment_01,caution_window,1,4,4,9.0,9.0,0.0,9.0,9.0,0,0.5,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1,WeatherTech Raceway Laguna Seca,session_indy_nxt_2025_6442_segment_02,restart_window,5,5,1,9.0,9.0,0.0,9.0,9.0,0,0.5,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1,WeatherTech Raceway Laguna Seca,session_indy_nxt_2025_6442_segment_03,green_run,6,35,30,9.0,10.0,-1.0,7.0,10.0,5.0,0.5,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2025_6443,2025 Indianapolis Grand Prix Race 2,Indianapolis Motor Speedway Road Course,session_indy_nxt_2025_6443_segment_01,green_run,1,2,2,20.0,20.0,0.0,20.0,20.0,0,0.05,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2025_6443,2025 Indianapolis Grand Prix Race 2,Indianapolis Motor Speedway Road Course,session_indy_nxt_2025_6443_segment_02,caution_window,3,4,2,17.0,17.0,0.0,17.0,17.0,0,0.2,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2025_6443,2025 Indianapolis Grand Prix Race 2,Indianapolis Motor Speedway Road Course,session_indy_nxt_2025_6443_segment_03,restart_window,5,5,1,17.0,17.0,0.0,17.0,17.0,0,0.2,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2025_6443,2025 Indianapolis Grand Prix Race 2,Indianapolis Motor Speedway Road Course,session_indy_nxt_2025_6443_segment_04,green_run,6,35,30,17.0,15.0,2.0,15.0,18.0,8.0,0.2105,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2025_6444,2025 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,session_indy_nxt_2025_6444_segment_01,green_run,1,9,9,16.0,16.0,0.0,14.0,16.0,4.0,0.25,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2025_6444,2025 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,session_indy_nxt_2025_6444_segment_02,caution_window,10,11,2,16.0,16.0,0.0,16.0,16.0,0,0.2105,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2025_6444,2025 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,session_indy_nxt_2025_6444_segment_03,restart_window,12,12,1,16.0,16.0,0.0,16.0,16.0,0,0.2105,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2025_6444,2025 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,session_indy_nxt_2025_6444_segment_04,green_run,13,28,16,16.0,13.0,3.0,13.0,16.0,3.0,0.3158,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2025_6444,2025 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,session_indy_nxt_2025_6444_segment_05,caution_window,29,30,2,12.0,12.0,0.0,12.0,12.0,0,0.3709,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2025_6444,2025 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,session_indy_nxt_2025_6444_segment_06,restart_window,31,31,1,12.0,12.0,0.0,12.0,12.0,0,0.3529,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2025_6444,2025 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,session_indy_nxt_2025_6444_segment_07,green_run,32,35,4,12.0,15.0,-3.0,12.0,15.0,3.0,0.125,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2025_6445,2025 Grand Prix of Alabama,Barber Motorsports Park,session_indy_nxt_2025_6445_segment_01,caution_window,1,3,3,8.0,8.0,0.0,8.0,8.0,0,0.6316,partial_visible_laps_only,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
