sessionId,raceLabel,sectionName,sectionLengthMi,bryceRank,fieldRows,rankPercentile,time,speedMph,lapNumber,confidence,provenanceRefs
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,FS - PO,0.200379,6.0,21,0.75,00:04.1494,173.848,2,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,FS - PO 2,0.053788,10.0,21,0.55,00:01.0971,176.499,2,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,Turn 1/2,0.25284,1.0,21,1.0,00:09.2311,98.604,24,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,Turn 3,0.108523,6.0,21,0.75,00:03.5222,110.92,5,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,Turn 4/5/6,0.232196,7.0,21,0.7,00:07.9461,105.197,7,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,Backstretch,0.341287,10.0,21,0.55,00:07.6873,159.826,34,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,Turn 7,0.16572,4.0,21,0.85,00:06.2110,96.054,7,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,Turn 8/9,0.129167,10.0,22,0.5714285714285714,00:05.1084,91.027,8,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,Turn 10,0.205114,4.0,21,0.85,00:07.1510,103.26,7,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,Turn 11,0.195264,1.0,21,1.0,00:04.8433,145.139,33,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,Turn 12/13,0.152462,1.0,21,1.0,00:07.0302,78.072,9,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,Turn 14,0.237878,9.0,22,0.6190476190476191,00:07.7131,111.027,8,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,FS - PI,0.164394,2.0,21,0.95,00:03.7859,156.322,1,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,SF to I1,0.254167,7.0,21,0.7,00:05.2465,174.402,2,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,I2 to I3,0.340719,7.0,21,0.7,00:11.5102,106.565,7,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,I4 to I5,0.294886,4.0,21,0.85,00:11.3385,93.627,7,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,SFT to SF,0.031155,2.0,21,0.95,00:00.6755,166.037,1,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,I1T to I1,0.016383,11.0,22,0.5238095238095238,00:00.3320,177.647,2,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,I4T to I4,0.022727,7.0,21,0.7,00:00.4695,174.265,34,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,I6T to I6,0.020455,7.0,21,0.7,00:00.5205,141.476,33,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,PI to SFP,0.194317,1.0,1,,00:20.0356,34.915,4,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,SFP to PO,0.200284,1.0,4,1.0,00:20.6908,34.847,5,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,SFPT to SFP,0.012405,1.0,2,1.0,00:01.2776,34.955,4,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,PIC to PI,0.186364,1.0,1,,00:08.9340,75.096,4,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,POB to POC,0.220549,1.0,1,,00:10.8792,72.981,5,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,PI to PO,0.394602,1.0,1,,00:40.7264,34.881,5,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,PO to SF,2.23911,1.0,21,1.0,01:15.9400,106.147,5,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,SF to PI,2.2231,1.0,1,,01:14.9185,106.825,4,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,PO to I2,0.307102,1.0,21,1.0,00:13.9301,79.365,5,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,I7 to PI,0.338825,1.0,1,,00:16.3152,74.763,4,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,PO to PI,2.0232,1.0,1,,09:53.7162,12.268,4,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,SF to I3,0.847727,6.0,21,0.75,00:26.2815,116.12,1,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,I3 to I6,0.841287,4.0,21,0.85,00:26.4125,114.667,7,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6325,2024 Indianapolis Grand Prix Race 2 R2,I6 to SF,0.749998,1.0,21,1.0,00:23.7073,113.889,7,official,source_indy_nxt_2024_6325_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,Lap,1.645,21.0,21,0.0,01:12.3781,81.82,2,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,SF to I1,0.105493,21.0,21,0.0,00:03.7357,101.661,2,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,I1 to I2A,0.056061,21.0,21,0.0,00:03.9547,51.033,2,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,I2A to I2,0.042235,21.0,21,0.0,00:01.9617,77.507,2,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,I2 to I3,0.14375,20.0,21,0.050000000000000044,00:06.1363,84.334,2,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,I3 to I4,0.164015,17.0,21,0.19999999999999996,00:04.2374,139.343,2,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,I4 to I5,0.20322,12.0,21,0.44999999999999996,00:04.4776,163.389,2,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,I5 to I6,0.138258,21.0,21,0.0,00:03.5257,141.172,1,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,I6 to I7,0.099811,21.0,21,0.0,00:07.1388,50.333,1,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,I7 to I8,0.053788,21.0,21,0.0,00:02.5892,74.786,1,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,I8 to I9,0.050758,21.0,21,0.0,00:03.5162,51.968,1,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,I9 to I10,0.064015,21.0,21,0.0,00:02.9340,78.546,1,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,I10 to I11,0.072348,22.0,22,0.0,00:04.6571,55.926,2,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,I11 to 12,0.090909,21.0,21,0.0,00:05.4810,59.71,1,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,I12 to I13,0.093371,20.0,21,0.050000000000000044,00:03.1463,106.835,1,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,Back Str 2,0.066098,21.0,21,0.0,00:02.4407,97.494,1,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,I14 to I15,0.068939,21.0,21,0.0,00:04.4741,55.47,1,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,I15 to I16,0.050758,21.0,21,0.0,00:03.7460,48.78,0,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,I16 to SF,0.080682,17.0,21,0.19999999999999996,00:03.0779,94.368,1,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,SF to SFT,0.022917,6.0,21,0.75,00:00.6858,120.299,2,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,I5T to I5,0.026515,12.0,23,0.5,00:00.5606,170.271,2,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,I13T to I13,0.011458,24.0,24,0.0,00:00.3339,123.536,1,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,SFP to PO,0.026705,14.0,18,0.23529411764705888,00:03.7545,25.606,0,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,PO to POC,0.143182,9.0,21,0.6,00:08.6055,59.898,0,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,PO to SF,1.62481,7.0,21,0.7,01:40.4473,58.233,0,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,PO to I1,0.085795,9.0,21,0.6,00:10.3547,29.828,0,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,SF to I4,0.511553,21.0,21,0.0,00:20.0258,91.961,2,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,I4 to I10,0.609848,21.0,21,0.0,00:24.3143,90.295,1,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6326,2024 Detroit Grand Prix,I10 to SF,0.523106,21.0,21,0.0,00:27.2271,69.166,1,official,source_indy_nxt_2024_6326_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,Lap,2.238,7.0,20,0.6842105263157895,01:14.6641,107.907,29,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,Turn 1 Entry,0.098295,12.0,20,0.42105263157894735,00:02.3935,147.843,18,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,Turn 1 Exit,0.128598,3.0,20,0.8947368421052632,00:03.1158,148.582,27,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,Turn 2,0.196022,4.0,20,0.8421052631578947,00:08.5973,82.081,12,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,Turn 3,0.15928,2.0,20,0.9473684210526316,00:05.9012,97.168,13,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,Turn 4,0.231628,3.0,20,0.8947368421052632,00:06.6661,125.09,28,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,Turn 4A,0.079924,2.0,20,0.9473684210526316,00:02.0071,143.354,27,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,Turn 5,0.155492,4.0,20,0.8421052631578947,00:05.6033,99.9,11,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,Turn 5A,0.09697,11.0,20,0.4736842105263158,00:02.6369,132.387,11,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,Turn 6,0.232007,15.0,20,0.26315789473684215,00:06.7591,123.57,30,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,Turn 7,0.075568,13.0,20,0.368421052631579,00:02.0150,135.01,27,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,Turn 7A,0.041856,16.0,20,0.21052631578947367,00:01.7378,86.708,13,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,Corkscrew,0.137121,12.0,20,0.42105263157894735,00:06.0443,81.67,7,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,Turn 9,0.150379,11.0,20,0.4736842105263158,00:04.2809,126.46,23,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,Turn 10,0.213824,5.0,20,0.7894736842105263,00:06.7335,114.319,7,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,Turn 11,0.077841,5.0,20,0.7894736842105263,00:04.4771,62.591,26,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,FS - PI,0.163258,4.0,21,0.85,00:04.9441,118.875,31,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,I4 to I5,0.311552,3.0,20,0.8947368421052632,00:08.6904,129.06,28,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,I5 to I6,0.252461,5.0,20,0.7894736842105263,00:08.2402,110.296,11,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,I8 to I9,0.178977,12.0,20,0.42105263157894735,00:07.8375,82.21,12,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,SF to SFT,0.025568,9.0,22,0.6190476190476191,00:00.6336,145.273,19,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,I1T to I1,0.017803,11.0,20,0.4736842105263158,00:00.4209,152.271,18,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,I10 to I10T,0.022727,9.0,20,0.5789473684210527,00:00.6340,129.049,23,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,I11T to I11,0.018939,3.0,20,0.8947368421052632,00:00.6937,98.285,27,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,Start/Finish Backup to Start/Finish,0.013447,10.0,20,0.5263157894736843,00:00.3442,140.643,18,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,SFP to PO,0.025758,13.0,20,0.368421052631579,00:02.8629,32.39,0,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,PO to SF,2.21249,17.0,20,0.1578947368421053,01:47.3323,74.208,0,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,PO to I3,0.397347,5.0,20,0.7894736842105263,00:21.2963,67.169,0,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,SF to I5,0.813823,2.0,20,0.9473684210526316,00:26.8289,109.202,28,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,I5 to I11,0.818937,13.0,20,0.368421052631579,00:27.0247,109.092,27,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2024_6327,2024 Grand Prix of Monterey Race 2 R2,I11 to SF,0.605301,8.0,20,0.631578947368421,00:20.5872,105.847,28,official,source_indy_nxt_2024_6327_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,Lap,2.238,11.0,17,0.375,01:15.6867,106.449,10,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,Turn 1 Entry,0.098295,2.0,19,0.9444444444444444,00:02.3730,149.12,31,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,Turn 1 Exit,0.128598,2.0,19,0.9444444444444444,00:03.1425,147.32,27,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,Turn 2,0.196022,13.0,19,0.33333333333333337,00:08.8945,79.339,11,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,Turn 3,0.15928,2.0,20,0.9473684210526316,00:06.0226,95.209,10,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,Turn 4,0.231628,7.0,19,0.6666666666666667,00:06.7581,123.387,9,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,Turn 4A,0.079924,2.0,19,0.9444444444444444,00:02.0222,142.284,15,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,Turn 5,0.155492,6.0,19,0.7222222222222222,00:05.7413,97.499,9,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,Turn 5A,0.09697,8.0,19,0.6111111111111112,00:02.6272,132.876,24,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,Turn 6,0.232007,13.0,19,0.33333333333333337,00:06.7329,124.051,22,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,Turn 7,0.075568,3.0,19,0.8888888888888888,00:02.0048,135.697,27,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,Turn 7A,0.041856,2.0,19,0.9444444444444444,00:01.7101,88.113,15,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,Corkscrew,0.137121,15.0,19,0.2222222222222222,00:06.1308,80.517,7,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,Turn 9,0.150379,11.0,19,0.4444444444444444,00:04.3088,125.642,13,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,Turn 10,0.213824,12.0,19,0.38888888888888884,00:06.8476,112.414,20,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,Turn 11,0.077841,8.0,19,0.6111111111111112,00:04.5318,61.836,9,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,FS - PI,0.163258,5.0,19,0.7777777777777778,00:04.9686,118.289,30,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,I4 to I5,0.311552,5.0,19,0.7777777777777778,00:08.8083,127.333,9,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,I5 to I6,0.252461,8.0,19,0.6111111111111112,00:08.3940,108.275,9,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,I8 to I9,0.178977,15.0,19,0.2222222222222222,00:07.9499,81.047,18,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,SF to SFT,0.025568,2.0,19,0.9444444444444444,00:00.6303,146.033,31,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,I1T to I1,0.017803,2.0,19,0.9444444444444444,00:00.4180,153.327,31,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,I10 to I10T,0.022727,6.0,20,0.736842105263158,00:00.6365,128.542,13,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,I11T to I11,0.018939,6.0,20,0.736842105263158,00:00.7016,97.178,11,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,Start/Finish Backup to Start/Finish,0.013447,2.0,21,0.95,00:00.3427,141.258,30,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,SFP to PO,0.025758,14.0,19,0.2777777777777778,00:03.4043,27.239,0,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,PO to SF,2.21249,10.0,19,0.5,01:50.4566,72.109,0,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,PO to I3,0.397347,17.0,19,0.11111111111111116,00:27.5722,51.88,0,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,PO to Alt S/F,1.75757,12.0,19,0.38888888888888884,01:29.4335,70.748,0,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,SF to I5,0.813823,8.0,19,0.6111111111111112,00:27.4792,106.617,10,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,I5 to I11,0.818937,14.0,19,0.2777777777777778,00:27.2616,108.144,9,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,I11 to SF,0.605301,11.0,19,0.4444444444444444,00:20.8638,104.443,13,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6442,2025 Grand Prix of Monterey Race 1 R1,Lap,2.238,11.0,17,0.375,01:15.6867,106.449,10,official,source_indy_nxt_2025_6442_top_section_times_pdf
session_indy_nxt_2025_6443,2025 Indianapolis Grand Prix Race 2 R2,Lap,2.439,10.0,21,0.55,01:16.9704,114.075,34,official,source_indy_nxt_2025_6443_top_section_times_pdf
session_indy_nxt_2025_6443,2025 Indianapolis Grand Prix Race 2 R2,FS - PO,0.200379,8.0,21,0.65,00:04.2054,171.533,29,official,source_indy_nxt_2025_6443_top_section_times_pdf
session_indy_nxt_2025_6443,2025 Indianapolis Grand Prix Race 2 R2,FS - PO 2,0.053788,7.0,21,0.7,00:01.1008,175.906,21,official,source_indy_nxt_2025_6443_top_section_times_pdf
session_indy_nxt_2025_6443,2025 Indianapolis Grand Prix Race 2 R2,Turn 1/2,0.25284,14.0,21,0.35,00:09.3610,97.236,13,official,source_indy_nxt_2025_6443_top_section_times_pdf
session_indy_nxt_2025_6443,2025 Indianapolis Grand Prix Race 2 R2,Turn 3,0.108523,12.0,21,0.44999999999999996,00:03.5487,110.092,34,official,source_indy_nxt_2025_6443_top_section_times_pdf
session_indy_nxt_2025_6443,2025 Indianapolis Grand Prix Race 2 R2,Turn 4/5/6,0.232196,14.0,21,0.35,00:07.9754,104.81,33,official,source_indy_nxt_2025_6443_top_section_times_pdf
session_indy_nxt_2025_6443,2025 Indianapolis Grand Prix Race 2 R2,Backstretch,0.341287,6.0,21,0.75,00:07.7064,159.43,11,official,source_indy_nxt_2025_6443_top_section_times_pdf
session_indy_nxt_2025_6443,2025 Indianapolis Grand Prix Race 2 R2,Turn 7,0.16572,6.0,21,0.75,00:06.2323,95.726,34,official,source_indy_nxt_2025_6443_top_section_times_pdf
session_indy_nxt_2025_6443,2025 Indianapolis Grand Prix Race 2 R2,Turn 8/9,0.129167,20.0,21,0.050000000000000044,00:05.1056,91.077,12,official,source_indy_nxt_2025_6443_top_section_times_pdf
session_indy_nxt_2025_6443,2025 Indianapolis Grand Prix Race 2 R2,Turn 10,0.205114,17.0,21,0.19999999999999996,00:07.1658,103.046,34,official,source_indy_nxt_2025_6443_top_section_times_pdf
session_indy_nxt_2025_6443,2025 Indianapolis Grand Prix Race 2 R2,Turn 11,0.195264,18.0,21,0.15000000000000002,00:04.6854,150.03,34,official,source_indy_nxt_2025_6443_top_section_times_pdf
session_indy_nxt_2025_6443,2025 Indianapolis Grand Prix Race 2 R2,Turn 12/13,0.152462,6.0,21,0.75,00:07.3919,74.252,33,official,source_indy_nxt_2025_6443_top_section_times_pdf
